username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Michael J Hildebrand,2185245582,"Brooklyn, NY",2023-03-07 02:18:07,"@bangbanghiphop @NPR Drag is a performance art, why do you consider it to be solely for adult entertainment? Have y… https://t.co/2SBmhMhdqr",0,Twitter for iPhone,
Call me Cake,42164234,NYC,2023-03-07 02:14:38,"How the ACLU Tracks Anti-LGBTQ Bills, and How We’re Fighting Back https://t.co/Tjhr3Yv4DG https://t.co/LaLXluKbcc",0,Twitter for iPhone,
IchDadBod Crane,42134607,"Brooklyn, NY",2023-03-07 02:10:55,"@7amkickoff They don’t want their kids to end up LGBTQ, and they think that’s more likely to happen if their kids s… https://t.co/9s3jRl4HZd",0,Twitter for iPhone,
Nicole Federici #CovidIsAirborne,323236249,Brooklyn,2023-03-07 01:48:41,"@dontwantadothis @ACLU LGBTQ community, people who have beliefs that don't comport with socio-political  norms, etc...",0,Twitter Web App,
elisa,1457028590512529419,New York,2023-03-07 01:43:42,@batskum @rafascosmic There should be no divorce because trans people are that important to the lgbtq community and… https://t.co/sIyD4qyUAl,0,Twitter Web App,
Adham El Sharkawi,137890344,"New York, NY",2023-03-07 01:32:13,Muslims standing up to the aggressive LGBTQ push on our Little Ones with... https://t.co/IWOeeyHp4u via @YouTube,0,Twitter for iPhone,
The New Republic,82689705,"New York, NY",2023-03-07 01:32:00,A proposal by the Florida state university system’s governing body is the latest in a wave of state-level policy mo… https://t.co/e4xVxbbO5N,2,Echobox,
The Daily Beast,16012783,"New York, NY",2023-03-07 01:22:06,Confider has learned of a series of prior incidents in which New York Times staffers within the paper’s LGBTQ-focus… https://t.co/KLKLygfrDo,93,SocialFlow,
madisonTHEpromoter,27918980,New York City,2023-03-07 01:21:00,We are honored to be part of Puerto Vallarta’s LGBTQ Pride celebrations this year kicking of the SHEnanigans. The N… https://t.co/4U57Eu8ZVR,0,Conte.ai,
Michael Paulauski,224329419,"Hoboken, NJ",2023-03-07 01:18:11,@notkavi @progregressions Go back to the first post lmao. I explained it. The OP posting about how bad Clinton is f… https://t.co/TFp5vrEMLd,0,Twitter for Android,
Geofftcp,584042018,new york,2023-03-07 01:08:34,"@jasonbrodeur Is that before  you assault the LGBTQ community, minorities and women or after you start burning books by the Kampf fire.",0,Twitter for Android,
🌹♍a Dalton🌹🇺🇦,48819645,"Brooklyn, NY",2023-03-07 01:07:32,"@AmyA1A @ZeekArkham @MikeSington Isn't that a parents choice, if they want their children 2 know abt certain topics… https://t.co/iGluMLAPZc",0,Twitter for Android,
Steve Tyler 🦉🔪🩸,185039733,nyc,2023-03-07 01:05:24,https://t.co/CaDEN8rfDq it’s a very good question,0,Twitter for iPhone,
Michael Paulauski,224329419,"Hoboken, NJ",2023-03-07 01:05:23,"@progregressions @notkavi The generational divide mentioned literally in the next section? Lmao. Like my god, the *… https://t.co/iAX21cO0bf",0,Twitter for Android,
Loris Boyd,3437288283,"Bronx, NY",2023-03-07 01:00:17,"DeSantis is so obsessed with people of color, Mickey Mouse, &amp; LGBTQ community. I know what my momma &amp; grandmama use… https://t.co/F9uBeDa1t0",1,Twitter Web App,
DirectSubmit / NYCastings,23080031,"New York, NY",2023-03-07 01:00:15,The Number - Sony International #SAG Feature Film Still #Casting LGBTQ Plus Size Lead Actress -… https://t.co/hS5gD9ADIx,0,Hootsuite Inc.,
Brian Gregory,1295372825381961728,"Manhattan, NY",2023-03-07 00:52:34,Given the attacks on the Trans community the world over - this would send the right message to the LGBTQ + kids &amp; a… https://t.co/kOVakSk7uB,0,Twitter for iPhone,
heart attack gun sharpshooter⚧,261333153,New york,2023-03-07 00:38:51,@kinematografi https://t.co/ydDBfLnRGN not explicitly but they’re definitely trying to rid riis of the debauched elements,0,Twitter for iPhone,
WCass,725420744772034560,"New York, USA",2023-03-07 00:24:08,@EdKrassen Desantis is going to find out that Florida is not necessarily all America. For a start he has shown hims… https://t.co/0gqQToAS1N,0,Twitter for iPhone,
🦩Jay - bird world🦩,19056900,"Inwood, Manhattan",2023-03-07 00:09:36,"Rosalia, Charli XCX, and Ethel Cain oh it’s about to get really LGBTQ up in here https://t.co/hwPmjRV7WQ",0,Twitter for iPhone,
R. Roman,1155570675010211840,"New York, NY",2023-03-07 00:07:33,@JackPosobiec So do all the right wingers trying to justify their bigotry against the LGBTQ community.,0,Twitter for iPhone,
Benjamin Ryan,1666939494,New York City,2023-03-06 23:58:16,"So many of these anti-LGBTQ bills are written so vaguely, they wind up banning some pretty unexpected things. https://t.co/cKu4O55SDa",5,Twitter for iPhone,
Nathan 加藤強 🍥,260537200,"Manhattan, NY",2023-03-06 23:57:12,"""oh i'm not lgbtq"" 
okay so ur hgtv",2,Twitter Web App,
Mama Dio 🌈 🐌,2190698113,NYC,2023-03-06 23:55:39,i feel like instead of constantly having flag discourse we could actually pay attention to what gilbert has to say… https://t.co/8zKtfDdlVY,54,Twitter Web App,
Privatizing kills education 🇵🇸 (she/her),1275835311067627520,"Brooklyn, NY",2023-03-06 23:49:30,@fak3plastiktrEz @milkcartonart @aaronhoyland @Bratt_world That is NOT all you’re saying. You use “groomer” to desc… https://t.co/OKuaNBrp66,0,Twitter for iPhone,
Paul Rudnick,3514817897,"New York, NY",2023-03-06 23:48:10,"Manly man Josh Hawley, who's very concerned about Catholics being forced to take public transportation with LGBTQ p… https://t.co/aNsXDf1Ujw",24,Twitter Web App,
Patrick Kwan,16080391,"New York, NY",2023-03-06 23:47:47,So proud @NYCMayor walked the entire @RainbowRunSI route in solidarity with @PrideCenterSI and my LGBTQ+ community.… https://t.co/ijG3Nz8l2h,0,Twitter for iPhone,
tony,1076637989911056384,"New York, USA",2023-03-06 23:42:36,"@drvolts Wow this is so controversial, almost as controversial as carrying water for hate speech. Environmentalists… https://t.co/e3HwEWafx9",0,Twitter for Android,
3x trismegistus,1193712405320273921,"New York, NY",2023-03-06 23:24:38,@babyGo78967461 @eclipsethis2003 @Da_Boys__ The LGBTQ movement shouldn’t be forced on any person or country. With s… https://t.co/KO7iF6T5xl,1,Twitter for iPhone,
HOLAAfrica: I.G insta_holaa,523291103,Everywhere in Africa,2023-03-06 23:20:40,"The space was brilliant and we thank the brilliant panelists @elbarbzy, @Nancy_M_K from @stonewalluk  and… https://t.co/fXXCIaa89D",0,Twitter for Android,
Maria Teresa,4212991,New York City,2023-03-06 23:19:25,@TheSugarBagel @rollerpearl @chaensaw Bathrooms and lgbtq teachers. That's permission to be bigots.,0,Twitter for Android,
Pauline Park,40717489,New York,2023-03-06 23:18:34,#JacksonHeights is the epicenter of the #LGBTQ community of #Queens &amp; may well be the most demographically diverse… https://t.co/6bT0XavK1a,0,Twitter Web App,
Bruce Ellerstein,836571402325078018,New York,2023-03-06 23:17:20,"@RonDeSantisFL By supressing LGBTQ+ rights and banning books. Sorry NapoleRon, but we've seen this moving before.… https://t.co/BO2CYjd2SE",0,Twitter Web App,
NYC Mayor's Office,55338739,"New York, NY",2023-03-06 23:09:36,This weekend @NYCMayor stood with @pridecenterSI for the Rainbow Run — and to send a strong message that we will al… https://t.co/Ce7vWIh5W9,9,Twitter for iPhone,
Brian Mastroianni,347472224,"New York, NY",2023-03-06 23:08:19,"For @Healthline, I spoke w/Dr. Amy McCurdy @UTAustin about her new research that looks at the role positive parenta… https://t.co/wlFAYhrajs",1,Twitter for iPhone,
Frankie James Grande,70054190,"New York, NY",2023-03-06 23:03:20,"Thread: The Tennessee Drag Ban (1/9)

This bill is not just a one off from a rogue legislator. This is a continuati… https://t.co/7SdEi6BzlQ",52,Twitter for iPhone,
PASSPORT Magazine,24402433,"New York City, NY",2023-03-06 23:00:55,"Unreal arts, savory dishes, fast-paced adventure, neon nightlife, gay-owned inns — #Connecticut has every vibe for… https://t.co/xDAxdNxhT8",1,Hootsuite Inc.,
Hannah Klitsberg☯️🦋✡️☀️,1020437195855888385,"New York, USA",2023-03-06 22:59:34,"@donnahot4Gaz I went to college with gay and lesbian people, they were so COOL! We spoke to each other like human b… https://t.co/MkGWy6vrga",0,Twitter for iPhone,
HOLAAfrica: I.G insta_holaa,523291103,Everywhere in Africa,2023-03-06 22:57:41,Latiyah Orniell says that technology creates LGBTQ visibility and shows that they are here. It allows trans folx mo… https://t.co/Am66Z4Mxwh,0,Twitter for Android,
HOLAAfrica: I.G insta_holaa,523291103,Everywhere in Africa,2023-03-06 22:57:40,"Digital Gender Based Violence: How Has Affected The Lives of LGBTQ+ people's lives hosted by @OutrightIntl,… https://t.co/Q8jSxPvaTc",7,Twitter for Android,
(((David Schwartz))),149355184,"Astoria, NY",2023-03-06 22:51:07,"Fucking Alaska.

https://t.co/tIvbcwPWc3",0,Twitter Web App,
Frank,19781340,"Staten Island/Brooklyn, NY",2023-03-06 22:35:12,"Ppl defending rupaul like he’s some guy with a 9-5 and 3 kids at home

This is a multimillionaire with the largest… https://t.co/oUPRLwmp75",1,Twitter for iPhone,
Jesus Daniel Puerto,96287552,"New York, New York",2023-03-06 22:30:47,#Volunteers create a unique experience to those they work with. This is part of the volunteer crew who supported on… https://t.co/KIyWkg8dyN,0,Twitter for iPhone,
🇺🇦 JonNYC 🇺🇦,388439047,"New York, USA",2023-03-06 22:30:33,LGBTQ Flight Attendants at American Airlines Warned About Using Dating Apps in Jamaica After Two Crew Members Are V… https://t.co/8TWVgcrJOf,5,Twitter Web App,
CreativityOverdrive,1193333710088757249,"Bronx, NY",2023-03-06 22:23:17,"Oooooooo~ Scary colors!!! Frightening flag pattern on tape!! Spooky human rights for all people! Aahh!, representat… https://t.co/kVCAtThM4d",0,Twitter for iPhone,
Forbes,91478624,"New York, NY",2023-03-06 22:23:01,The GOP-controlled Florida legislature convenes a new session Tuesday in which they're set to take up a series of c… https://t.co/06f1QPPQUL,10,Twitter Media Studio,
Rodrigo Brandão,18183929,"New York, NY",2023-03-06 22:03:56,"We need to be better at taking care of each other. Please, help my friend Ioannis keep his home. He worked on… https://t.co/AAoSZ4iy0P",0,Twitter Web App,
3x trismegistus,1193712405320273921,"New York, NY",2023-03-06 21:55:10,Notice how they shifted their stance on abortions. making them illegal in some places criminal and a procedure hard… https://t.co/bRsptSePRS,0,Twitter for iPhone,
X,1832070578,"New York, USA",2023-03-06 21:50:46,@EuphoriTori Cis Straight people can do videos of this and everyone in the comments are like “YEAH LETS GOOO AMERIC… https://t.co/VUeF2lZxMs,0,Twitter for iPhone,
Out Magazine,21713274,"New York, NY",2023-03-06 21:45:39,"Learn more about Carolyn, Claire, and Frannie from #Survivor season 44. https://t.co/iAGozm1C0Y",1,RebelMouse Application,
Kelly Kearney🏳️‍🌈,3371724262,"New York, USA",2023-03-06 21:30:44,@WonderKing82 @WildMercurygrl I won't ever forget him putting the words Black and LGBTQ in one half of a sentence a… https://t.co/wqnBMcOTYD,3,Twitter for Android,
Zein Murib (they/them),259106254,"New York, NY",2023-03-06 21:27:50,"📢📢📢THIS WEDNESDAY!📢📢📢

Want to learn more about the roots of anti-trans and anti-LGBTQ rhetoric? 

Don't miss… https://t.co/LDJb8zPWwJ",6,Twitter Web App,
Michael Paulauski,224329419,"Hoboken, NJ",2023-03-06 21:24:59,"Yeah I don't understand how Marianne Williamson not only has fans, but has fans who are ballsy enough to use only r… https://t.co/aisZV1X6Cw",9,Twitter Web App,
Bub,1240180920,"Jamaica, NY",2023-03-06 21:24:13,"@ImpunityCity @ebottcher @DragStoryHour @bradhoylman @riseandresistny Possibly. Such groups, events, etc. exist for… https://t.co/FlSIXSweyd",0,Twitter for Android,
Ben Aquila,963496597,NYC,2023-03-06 21:15:06,"Japanese opposition submits bill to approve same-sex marriage 🌈

more👉https://t.co/kq5HBoSImk

#LGBT #LGBTQ… https://t.co/NnT7ORLtze",2,Twitter Web App,
The Forward,47436923,NYC,2023-03-06 21:14:14,LGBTQ advocacy groups are applauding the Biden administration for rolling back a Trump-era rule that they say encou… https://t.co/LRbJ67czAl,0,Twitter Web App,
David Salazar,388098747,"Brooklyn, NY",2023-03-06 21:10:21,"As part of @FastCompany's Most Innovative Companies issue, I contributed a small item about @folxhealth, which is e… https://t.co/JpgPM5q5Dx",1,Twitter Web App,
Jeff Hannon,22924208,"Greenwich Village, Manhattan",2023-03-06 21:01:49,One of the main reasons I transferred to @UBuffalo from Bonas was how being LGBTQ was such a non-issue. I was able… https://t.co/dfb4Qo4NvA,2,Twitter for iPhone,
DirectSubmit / NYCastings,23080031,"New York, NY",2023-03-06 21:00:23,"#Casting LGBTQ+, Fem Presenting, Gay Male #Actors, and Disabled Actors for Government Training Video -… https://t.co/Hqy9WCA4QE",0,Hootsuite Inc.,
American LGBTQ+ Museum,1005097169559457792,New York City +,2023-03-06 20:56:36,"This Thursday (3/9), join Mitchell Gold, @dpgushee, and moderator @kathsstewart for ""Religion and Gender: The Good,… https://t.co/7JuODx7xIf",3,Twitter Web App,
Melanesia Aria Black,374264129,Jamaica,2023-03-06 20:52:09,"Republicans are so obsessed with trans people. Meanwhile, there are more kids dying from guns and more kids getting… https://t.co/AM4FCmX7rE",0,Twitter for Android,
JoeMyGod,16490790,"Manhattan, NY",2023-03-06 20:51:24,Iowans Stage Massive Rally Against Anti-LGBTQ Bills - https://t.co/BDg3Pr2W4G https://t.co/haetdvrNUZ,15,JMG Auto Posting,
Michael J Hildebrand,2185245582,"Brooklyn, NY",2023-03-06 20:15:26,"@millercodyj @ElijahSchaffer @DrLoupis @amazon LGBTQ people &amp; families = real

God-baby born of a teenage virgin wh… https://t.co/EBqLFmahZa",0,Twitter for iPhone,
Darren J. Glenn,61115414,"New York, NY",2023-03-06 20:08:55,It’s amusing that LGBTQ+ liberation is still being characterized as a movement to harm children mostly because thos… https://t.co/uRi3HeZJlj,1,Twitter for iPhone,
David Phillips MSc MPH 🐒🦠💉x3,17008575,"Manhattan, NY",2023-03-06 20:08:35,"E for Effort, but all I see it “visual white supremacy” #LGBTQ+ https://t.co/Y24Ga8BTb8",0,Twitter for iPhone,
@indievetfordemocracy,1559259890878713859,NYC,2023-03-06 20:05:27,@RonDeSantisFL By banning books and ideas you don't agree with? By registering bloggers? Making Florida hostile to… https://t.co/w4MOeGD2LW,0,Twitter for iPhone,
Seventeen,16824090,"New York, NY",2023-03-06 20:00:38,The Last of Us Star Pedro Pascal Shares His Support for LGBTQ+ Community with Loving IG Post https://t.co/5C8TsUWm1Z https://t.co/nF3XCrQHGN,0,SocialFlow,
Jaybird Com.,97333224,"New York, NY",2023-03-06 19:56:57,Our client Jessica Vaughn of @headbtchmusic will be moderating the LGBTQ Voices in Music panel for @allycoalition o… https://t.co/1GHIJAw1d9,1,Hootsuite Inc.,
Walter Masterson,21962767,"New York, NY",2023-03-06 19:54:33,This is even funnier when you realize it’s coming from another Republican who is asking the most basic of questions… https://t.co/5wg2d5k93A,92,Twitter for iPhone,
NYC EMS Watch,143132365,NYC,2023-03-06 19:48:33,Who would proudly march in a St. Patrick's Day parade where the parade president (A retired FDNY firefighter) bans… https://t.co/sxC3papRu5,1,Twitter Web App,
Brooklyn Community Pride Center,66683913,"Brooklyn, NY 11216",2023-03-06 19:46:14,"Reminder that with all these threatening laws, the LGBTQ+ community will continue to be there for each other. We ha… https://t.co/HkYnYmT1aa",1,Twitter for iPhone,
Benjamin Ryan,1666939494,New York City,2023-03-06 19:44:11,@AidanCTweets @Michael71475323 I will continue to report information about this issue. You are welcome to scroll th… https://t.co/Jbhx9B79fO,0,Twitter for iPhone,
PASSPORT Magazine,24402433,"New York City, NY",2023-03-06 19:40:13,"This #LGBTQ+ vacation hot spot celebrates openness, #pride and is internationally known as a gay mecca. 
Experience… https://t.co/dcutM8rU8I",0,Hootsuite Inc.,
TheLifeOfAlma,1516536787711279106,"Harlem, New York",2023-03-06 19:39:50,LGBTQ-centric publication @prismnpen published an excerpt from my novel as a serialized short story! ✨🖤✨ friend lin… https://t.co/9PUeXBjDf2,1,Twitter for iPhone,
Liza Smith,2358140120,"Manhattan, NY",2023-03-06 19:32:56,"@ChrisSosa Drag shows and ""LGBTQ+ people"" are distinctly separate matters.

Gay people are not cross-dressers and c… https://t.co/LQy3u7dvcd",0,Twitter Web App,
PASSPORT Magazine,24402433,"New York City, NY",2023-03-06 19:30:26,Discover a place that's official philosophy is “One Human Family” and has long been recognized internationally as a… https://t.co/uzTYU7zWdf,0,Hootsuite Inc.,
GLSEN,18021496,"New York, NY",2023-03-06 19:30:16,LGBTQ+ youth are facing an onslaught of attacks at the state level. From TN banning gender-affirming care to FL's b… https://t.co/qk3Flzz3nI,32,Sprout Social,
PASSPORT Magazine,24402433,"New York City, NY",2023-03-06 19:20:14,Discover a place for everyone where there's tons of #LGBTQ+ friendly fun. The LGBTQ+ community in this destination… https://t.co/Y601WTh19c,0,Hootsuite Inc.,
Chris Sosa,15601061,"New York, New York",2023-03-06 19:19:16,The courts must strike the law down rapidly. This is how authoritarian nations like Russia criminalize LGBTQ+ peopl… https://t.co/lpO9J5KvNM,4,Twitter Web App,
(((Octopus Stone)))🌹,22219977,"New York, USA",2023-03-06 19:16:36,@fawfulfan @KaoticLeftist She didn't speak out against the interviewer repeatedly denouncing trans issues and has a… https://t.co/jxrKiaKHA1,0,Twitter for Android,
NBC News,14173315,"New York, NY",2023-03-06 19:16:08,"In his memoir, ‘Tweakerworld,’ Jason Yamas describes navigating the LGBTQ “party and play” subculture along with hi… https://t.co/FIzFFFLBLT",14,SocialFlow,
NYU McSilver Institute,822034470,"New York, NY",2023-03-06 19:10:30,"After serving in the Obama White House and working on the 2012 reelection campaign, Karine joined @MoveOn in 2016 a… https://t.co/z7JLuf4Dpj",0,Twitter Web App,
Elizabeth (she/her),18465831,"Jersey City, NJ",2023-03-06 19:07:14,"Meanwhile, these ""Christians"" are out here getting all bent out of shape about LGBTQ+ flags on shipping tape and cl… https://t.co/UYgfBjSWpx",0,Twitter Web App,
Geeks OUT 🏳️‍🌈,213833763,"Brooklyn, NY",2023-03-06 19:05:01,"Retro Gay-Mer: LGBT Representation in Games Pre-2003! In this blog post, we will take a look at the 5 best and 5 wo… https://t.co/8QzWO89XGh",0,Buffer,
이보영 Bo Young Lee (she/her/they),137702760,New York City,2023-03-06 18:59:25,The same people who argue that businesses can discriminate against LGBTQ customers because of their strongly held b… https://t.co/tNJqZl7okd,0,Twitter Web App,
AnarchoCougar,1473079265595994117,"New York, USA",2023-03-06 18:56:12,The LGBTQ+ movement has cancelled Women and neutered Men.,0,Twitter for iPhone,
Cassius Cain,880934306,NYC,2023-03-06 18:54:27,ngl im pretty tired of having to ‘prove’ that lgbtq+ people aren’t groomers to lawmakers who conveniently have noth… https://t.co/1FemzG1uFy,2,Twitter for iPhone,
Michael J Hildebrand,2185245582,"Brooklyn, NY",2023-03-06 18:38:10,"@PastorMark Who is “we”? 
What is the LGBTQ “agenda”? I’ve been out as gay for decades and the only agenda I have i… https://t.co/IuKYTm6Srk",0,Twitter for iPhone,
Kate Walter 🏳️‍🌈,1979650400,Manhattan,2023-03-06 18:37:24,@JimBearNJ1 @syclmin @HouldiesonBrad @jenleahhh @krassenstein I have a problem with your ignorance and bigotry. You… https://t.co/AToSNuaoyU,0,Twitter for iPhone,
NYC WEED DELIVERY,112376430, NYC,2023-03-06 18:35:40,"Nyc Who need 🔥 weed.Hit that Dm button. #CannabisCommunity #cannabisculture #NYC #GamblingTwitter #CSGO #UWS
#UES… https://t.co/OyLWWKIHoH",0,Twitter for iPhone,
MAKERS,491350825,"New York, USA",2023-03-06 18:35:31,"Get to know the first female and openly gay @NBA referee, 🏀 Violet Palmer, who has made remarkable strides!

Her co… https://t.co/0yknAcMxWH",3,Sprout Social,
Rachel Blank,18582366,"New York, USA",2023-03-06 18:29:18,@GilmoreGlenda I went to high school with him. Our high school was super open and supportive of the LGBTQ+ populati… https://t.co/GkqTb01KTX,1,Twitter for Android,
Forbes,91478624,"New York, NY",2023-03-06 18:25:04,The GOP-controlled Florida legislature convenes a new session Tuesday in which they're set to take up a series of c… https://t.co/pCp5KtDl2k,6,SocialFlow,
Fox5NY,9229672,New York,2023-03-06 18:25:03,The parade committee rules say they don’t let any sexual identification or political agendas to be promoted.  https://t.co/wZEAyOdnlV,0,True Anthem,
elisabeth sherman,160622968,Jersey city ,2023-03-06 18:18:24,there's an essay to be written about the tendency of fans to obsess over the sexuality of celebrities who are not p… https://t.co/huA6vksm9T,0,Twitter Web App,
Sarah Kate Ellis,2175281919,New York,2023-03-06 18:16:37,It's powerful &amp; inspiring to see people coming together to support the LGBTQ community in Iowa. Let your voices be… https://t.co/Xj3ymddAat,34,Twitter Web App,
artbybluefox,1439225920028659719,New York,2023-03-06 18:09:39,"Very important: I want more people on my timeline &amp; as my mutuals that are similar to me in any capacity. Lgbtq, au… https://t.co/wMdbUitmr6",2,Twitter Web App,
Joe Max's,1535005653583945740,"New York, USA",2023-03-06 18:00:12,@SoooTired8 I Hate All The Homo Predation And lgbtq Infiltration Of The Church Im A Fierce Critic Of This Pontifica… https://t.co/U37Vz0BBxv,0,Twitter for Android,
Michele Kaplan (Rebelwheels NYC) ✊❤️♿️,1340096856,New York City  ,2023-03-06 17:52:27,"TAKE ACTION:  We demand, the recognition of same-sex partnerships &amp; marriage equality in Poland!

We demand, the im… https://t.co/Ondca0A2lw",0,Twitter Web App,
Cam,1432118955209003014,"New York, NY",2023-03-06 17:52:17,"@eraofcobra @sneako yt has had lgbtq shit for years man, what are u talking about",0,Twitter Web App,
Joe Max's,1535005653583945740,"New York, USA",2023-03-06 17:50:37,"People That Don't Have A Clue As To How To Define A Woman, The Blessed Virgin Mary The Mother Of God Has Been Defin… https://t.co/niblkq89KR",0,Twitter for Android,
"Knit the Rainbow, Inc.",1334268345223405568,"New York, NY",2023-03-06 17:43:38,"KtR has a new partnership with the Broadway Youth Center! @broadwayyouthcenter 

“Broadway Youth Center is here to… https://t.co/Wne5JiOCNZ",0,IFTTT,
The China Project,4113647331,New York City,2023-03-06 17:41:57,"Chinese delegates continue to voice support for #LGBTQ rights, but they have yet to back up their words with polici… https://t.co/m34hM0FXRD",0,Twitter Web App,
Katie,16469720,"New York, NY",2023-03-06 17:26:15,"@taylorswift13 Taylor, can you please show your support for the LGBTQ+ community in TN? Trans lives are under attac… https://t.co/z9WeeF1vbP",0,Twitter for iPhone,
WhileWeAreStillHere,3834725681,"Harlem, NYC",2023-03-06 17:21:59,"She was primary to several movements, including second-wave feminism, civil rights and Black cultural movements, an… https://t.co/UtsvClZMXm",0,FeedHive,
Travel Unity,2709648548,"New York, NY",2023-03-06 17:19:46,"Learn from LGBTQ+ experts how to better communicate and collaborate with LGBTQ+ visitors and businesses.

Register… https://t.co/Ow0shD4PDk",1,Twitter Web App,
Anow 🔱,1428333789059723265,Nyc,2023-03-06 17:19:25,@Neville6000 @511Flee @startrekcbs @SirPatStew @JeriLRyan @BrentSpiner @JonathanDelArco .. then you add onto the di… https://t.co/0PknE2qulO,0,Twitter for Android,
PASSPORT Magazine,24402433,"New York City, NY",2023-03-06 17:02:14,SEO agency @rebootdigitalpr has released a list of the safest countries for the #LGBTQ+ community. Researchers stud… https://t.co/fVoKyXNzRO,0,Hootsuite Inc.,
NBC News,14173315,"New York, NY",2023-03-06 17:02:05,"New Zealander Georgina Beyer, the world's first openly transgender member of parliament, has died at the age of 65.… https://t.co/2p2pTdZUXy",18,SocialFlow,
T. L.,1374808433031925761,"New York, USA",2023-03-06 16:34:33,@ggreenwald POTUS just gave a speech on how Republicans are looking to end voting rights. This is just par for the… https://t.co/V5rGcVZPI1,0,Twitter Web App,
Devon Heinen,80483638,New York City,2023-03-06 16:34:11,"Agreed, #FarRight extremism's attacks on the LGBTQ+ community are widespread, and they do not appear to be ending a… https://t.co/ZMQj8noptY",0,TweetDeck,
"George L. Rosario, CONSULTANT®",19308590,New York City,2023-03-06 16:24:50,"@CollinRugg @CollinRugg 
Notice that the vast majority of the adults in these rooms are women, and that often the m… https://t.co/U9e6NotfF6",0,Twitter Web App,
Teddy 🇵🇷,2153603969,"Bushwick, Brooklyn",2023-03-06 16:22:57,"@sunny said it correctly, the Republican Party fears the loss of WHITE POWER ! That’s why they’re coming for people… https://t.co/vihRzqna4B",2,Twitter for iPhone,
Popyee Pete (He/Him) 🏳️‍🌈 🇺🇦,1582072645910249499,New York,2023-03-06 16:22:48,@TimRunsHisMouth @robreiner That's offensive to LGBTQ community.,0,Twitter Web App,
justdoodirty3,1348812771920650241,"Manhattan, NY",2023-03-06 16:22:32,@brijh @FarrisFlagg @TClarkUSA @luvwinsresist @ahoustonBelle @JimmieMckinnon @CLady62 @iamprettypetty @MomOf3Pgh… https://t.co/XJyMJTenol,0,Twitter for iPhone,
Michael Paulauski,224329419,"Hoboken, NJ",2023-03-06 16:19:15,"@SlavStallion @mothman__actual @SpaghettiKozak @medeabenjamin ""The Republicans are much better at leaving me alone… https://t.co/gN6pRfinTo",0,Twitter Web App,
Josh Marshall,21268897,New York,2023-03-06 16:06:34,Alaska Says It’s Now Legal ‘In Some Instances’ To Discriminate Against LGBTQ Individuals https://t.co/5S7HQHWNGZ via @TPM,37,Twitter Web App,
Bookstr,76685566,"New York, NY",2023-03-06 16:00:12,"We love finding a good book! And we really love finding a good book written by women, for women, about women!

https://t.co/Y937mbNonc",0,Sprout Social,
The Center,25358498,"New York, NY",2023-03-06 16:00:02,"Let’s Process! is a 6-week, in-person support group for #LGBTQ+ people looking to create community, explore their… https://t.co/QkiAzKd4XW",0,Sprinklr Publisher,
NonviolenceNY,3298318672,"New York, NY",2023-03-06 15:58:49,“Eradicating Transness”: ACLU’s Chase Strangio on GOP’s Assault on LGBTQ Rights at CPAC &amp; Nationwide https://t.co/G3DUMxKpD5 -  democracynow,0,Zapier.com,
Democracy Now!,16935292,New York,2023-03-06 15:58:01,“Eradicating Transness”: ACLU’s Chase Strangio on GOP’s Assault on LGBTQ Rights at CPAC &amp; Nationwide https://t.co/Oqdz695DMf,49,Sprout Social,
Francesco,33344949,New York,2023-03-06 15:56:53,The discrimination pushing LGBTQ workers to quit - BBC Worklife https://t.co/2KG4TPsA7u,0,Twitter for iPhone,
Cam,1432118955209003014,"New York, NY",2023-03-06 15:50:16,@ligmajohns @SaeedDiCaprio y’all gotta stop relating lgbtq people to religion as if they are the same thing,0,Twitter for iPhone,
Joshua Parkhurst🥀🟣,2602597430,"Jersey City, New Jersey",2023-03-06 15:45:26,"@MattBoxer94 @JAllen_NYC Believe it or not there are plenty of New Yorkers, including democrats, who want to elimin… https://t.co/GRryIWNU47",0,Twitter Web App,
The Center,25358498,"New York, NY",2023-03-06 15:30:02,Help us pass laws that will protect and affirm LGBTQ+ Black trans and non-binary youth in NY. Help us fight discrim… https://t.co/epElfRYPN4,0,Sprinklr Publisher,
Enamora Party,1617331451179024384,"New York, NY",2023-03-06 15:28:21,"March edition of SpeedDating Night was lit. See you in April 🤘🏿🤘🏾🤘🏽🤘🏼at Next by4West

#BIPOC #blackownedbusiness… https://t.co/SBIncFq5gm",2,Twitter for iPhone,
Joe Desiderio,3068375981,New York,2023-03-06 15:26:13,Great visualization #impostersyndrome @hitlikeagirlpod @askjoyrios for when this topic pops up. Plus follow Antonia… https://t.co/o7ghbpzjdR,2,Twitter Web App,
Wesley Coll,247385422,New York City,2023-03-06 15:24:03,"“Eradicating Transness”: ACLU’s Chase Strangio on GOP’s Assault on LGBTQ Rights at CPAC &amp; Nationwide https://t.co/RsvmuD6bCj 
@democracynow",0,Twitter Web App,
Christine Adika 🇰🇪 🇺🇸,931987739310022656,"New York, USA",2023-03-06 15:24:01,Just a quick question and let’s be serious with answers; Between KUNYONGA and LGBTQ which one is better🤔🤔🤔🤔🤔🤔,14,Twitter for iPhone,
EMPIRE REPORT,4828272875,New York,2023-03-06 15:19:13,LGBTQ+ groups push for inclusion in Staten Island St. Patrick’s Day Parade... https://t.co/mZshrLPIB7,0,New Empire Report NY,
